# Time-averaged data for fix 3
tstep t T P Etot Eke Epe Epair
20050 80200 136.767 -137.594 -559.858 407.269 -967.126 -967.126
20075 80300 131.709 -89.1995 -563.236 392.208 -955.444 -955.444
20100 80400 126.702 -99.9864 -580.364 377.297 -957.661 -957.661
20125 80500 127.567 -99.9103 -580.229 379.872 -960.102 -960.102
20150 80600 134.435 -50.6551 -553.708 400.326 -954.033 -954.033
20175 80700 133.31 -3.84863 -546.975 396.975 -943.95 -943.95
20200 80800 131.258 -25.8061 -556.185 390.862 -947.048 -947.048
20225 80900 131.64 -98.6285 -570.131 392.003 -962.134 -962.134
20250 81000 125.758 -79.2799 -577.89 374.486 -952.376 -952.376
20275 81100 132.128 -117.369 -570.501 393.455 -963.956 -963.956
20300 81200 129.161 -93.8386 -572.894 384.621 -957.515 -957.515
20325 81300 128.036 -66.0406 -570.716 381.268 -951.985 -951.985
20350 81400 135.665 -48.783 -547.677 403.988 -951.666 -951.666
20375 81500 138.045 -25.8491 -535.892 411.075 -946.967 -946.967
20400 81600 130.133 -18.9065 -554.224 387.513 -941.737 -941.737
20425 81700 130.936 -42.1195 -558.129 389.904 -948.033 -948.033
20450 81800 131.291 -85.6036 -568.144 390.963 -959.107 -959.107
20475 81900 124.918 -73.7072 -581.763 371.985 -953.748 -953.748
20500 82000 130.676 -85.9136 -571.05 389.129 -960.179 -960.179
20525 82100 136.593 -81.6093 -555.64 406.752 -962.392 -962.392
20550 82200 125.797 -68.1009 -579.949 374.602 -954.551 -954.551
20575 82300 127.254 -120.285 -588.869 378.942 -967.812 -967.812
20600 82400 129.909 -115.197 -581.094 386.846 -967.94 -967.94
20625 82500 130.517 -81.6808 -572.551 388.657 -961.208 -961.208
20650 82600 134.038 -69.9259 -561.71 399.143 -960.853 -960.853
20675 82700 134.32 -76.6892 -562.603 399.983 -962.586 -962.586
20700 82800 126.068 -91.5827 -586.761 375.408 -962.169 -962.169
20725 82900 127.247 -90.6141 -584.304 378.92 -963.224 -963.224
20750 83000 131.868 -68.8391 -568.764 392.681 -961.445 -961.445
20775 83100 132.182 -56.0176 -565.73 393.616 -959.345 -959.345
20800 83200 126.691 -55.1289 -579.436 377.264 -956.7 -956.7
20825 83300 122.397 -97.8587 -600.746 364.478 -965.225 -965.225
20850 83400 129.325 -104.116 -586.472 385.107 -971.58 -971.58
20875 83500 127.474 -29.8709 -576 379.595 -955.595 -955.595
20900 83600 129.158 -3.56081 -566.036 384.611 -950.647 -950.647
20925 83700 133.884 -37.0132 -559.704 398.685 -958.389 -958.389
20950 83800 128.781 -47.4046 -572.013 383.486 -955.499 -955.499
20975 83900 123.367 -74.0507 -589.779 367.366 -957.145 -957.145
21000 84000 125.653 -78.1748 -583.36 374.174 -957.534 -957.534
21025 84100 132.632 -39.6961 -556.034 394.956 -950.99 -950.99
21050 84200 134.101 -59.7523 -558.89 399.328 -958.219 -958.219
21075 84300 126.466 -52.2301 -577.761 376.596 -954.357 -954.357
21100 84400 129.419 -79.9847 -576.563 385.389 -961.952 -961.952
21125 84500 132.95 -80.4706 -567.127 395.903 -963.03 -963.03
21150 84600 130.445 -34.2049 -562.712 388.444 -951.157 -951.157
21175 84700 130.723 -21.11 -559.7 389.269 -948.97 -948.97
21200 84800 132.803 -40.6908 -559.726 395.465 -955.191 -955.191
21225 84900 125.472 -22.4519 -573.879 373.634 -947.513 -947.513
21250 85000 128.733 -51.3084 -571.906 383.344 -955.25 -955.25
21275 85100 135.063 -51.7759 -553.235 402.194 -955.429 -955.429
21300 85200 132.414 -52.847 -558.273 394.307 -952.58 -952.58
21325 85300 126.259 -102.014 -586.521 375.977 -962.497 -962.497
21350 85400 125.188 -62.9921 -581.55 372.79 -954.339 -954.339
21375 85500 132.61 -53.266 -563.03 394.891 -957.921 -957.921
21400 85600 130.184 -19.1334 -561.744 387.664 -949.409 -949.409
21425 85700 132.127 -66.3694 -567.153 393.452 -960.605 -960.605
21450 85800 124.936 -110.111 -594.183 372.039 -966.222 -966.222
21475 85900 125.009 -111.764 -594.114 372.255 -966.369 -966.369
21500 86000 129.095 -88.5332 -579.13 384.424 -963.554 -963.554
21525 86100 129.876 -48.8115 -568.714 386.747 -955.461 -955.461
21550 86200 134.383 -69.7953 -561.974 400.17 -962.143 -962.143
21575 86300 129.467 -108.902 -582.951 385.53 -968.481 -968.481
21600 86400 124.669 -105.487 -594.573 371.243 -965.815 -965.815
21625 86500 130.81 -107.257 -580.491 389.529 -970.02 -970.02
21650 86600 130.835 -71.6768 -572.452 389.605 -962.057 -962.057
21675 86700 129.512 -44.3188 -569.35 385.664 -955.015 -955.015
21700 86800 135.579 -59.1822 -557.957 403.73 -961.687 -961.687
21725 86900 133.093 -62.1996 -566.54 396.329 -962.869 -962.869
21750 87000 123.821 -31.5738 -583.994 368.718 -952.712 -952.712
21775 87100 130.724 -50.5992 -571.318 389.274 -960.592 -960.592
21800 87200 131.58 -36.1062 -564.984 391.823 -956.807 -956.807
21825 87300 129.235 -23.5348 -566.89 384.84 -951.73 -951.73
21850 87400 131.16 -29.8667 -562.115 390.572 -952.687 -952.687
21875 87500 131.168 4.8653 -551.982 390.597 -942.579 -942.579
21900 87600 135.125 -27.3693 -549.043 402.379 -951.422 -951.422
21925 87700 128.454 -53.345 -571.427 382.513 -953.94 -953.94
21950 87800 126.599 -59.5263 -578.063 376.991 -955.053 -955.053
21975 87900 131.291 -54.555 -565.205 390.962 -956.166 -956.166
22000 88000 134.21 -60.9315 -560.134 399.653 -959.787 -959.787
22025 88100 127.131 -71.7618 -581.021 378.574 -959.595 -959.595
22050 88200 123.722 -83.5473 -591.831 368.422 -960.252 -960.252
22075 88300 127.556 -84.9858 -583.101 379.84 -962.942 -962.942
22100 88400 127.525 -20.0016 -568.192 379.747 -947.939 -947.939
22125 88500 134.714 -23.9827 -550.842 401.155 -951.997 -951.997
22150 88600 133.192 -58.8097 -561.955 396.623 -958.578 -958.578
22175 88700 125.701 -48.5761 -577.561 374.316 -951.877 -951.877
22200 88800 130.052 -64.4152 -570.121 387.272 -957.393 -957.393
22225 88900 130.361 -30.3772 -561.552 388.193 -949.746 -949.746
22250 89000 133.852 -35.3265 -556.151 398.588 -954.739 -954.739
22275 89100 128.654 -59.3708 -577.374 383.109 -960.483 -960.483
22300 89200 124.36 -56.3957 -588.286 370.322 -958.608 -958.608
22325 89300 132.52 -71.0067 -571.463 394.623 -966.086 -966.086
22350 89400 133.759 -71.1026 -568.391 398.311 -966.702 -966.702
22375 89500 128.143 -84.4108 -586.313 381.589 -967.902 -967.902
22400 89600 125.527 -71.9648 -591.141 373.797 -964.938 -964.938
22425 89700 126.513 -40.4378 -580.635 376.736 -957.37 -957.37
22450 89800 132.182 -68.3723 -569.308 393.616 -962.925 -962.925
22475 89900 132.48 -99.0577 -573.014 394.502 -967.516 -967.516
22500 90000 124.925 -93.0642 -590.538 372.005 -962.543 -962.543
22525 90100 127.79 -86.4778 -582.754 380.536 -963.29 -963.29
22550 90200 133.937 -72.7501 -564.519 398.841 -963.361 -963.361
22575 90300 131.453 -70.3485 -571.14 391.445 -962.585 -962.585
22600 90400 126.664 -48.9756 -578.921 377.185 -956.106 -956.106
22625 90500 130.336 -47.2524 -569.746 388.117 -957.863 -957.863
22650 90600 134.896 -33.6826 -554.589 401.698 -956.287 -956.287
22675 90700 130.171 -26.2481 -563.541 387.627 -951.168 -951.168
22700 90800 123.953 -57.2131 -584.756 369.11 -953.866 -953.866
22725 90900 132.204 -123.317 -576.952 393.681 -970.633 -970.633
22750 91000 131.23 -133.435 -579.737 390.781 -970.518 -970.518
22775 91100 123.842 -132.654 -597.64 368.781 -966.421 -966.421
22800 91200 120.281 -164.254 -613.187 358.177 -971.364 -971.364
22825 91300 130.862 -162.961 -586.255 389.684 -975.94 -975.94
22850 91400 130.457 -110.341 -576.428 388.478 -964.905 -964.905
22875 91500 128.983 -72.4459 -572.552 384.09 -956.642 -956.642
22900 91600 132.353 -59.5445 -561.39 394.125 -955.515 -955.515
22925 91700 134.589 -47.8987 -553.46 400.784 -954.244 -954.244
22950 91800 126.695 -50.4305 -574.653 377.276 -951.93 -951.93
22975 91900 124.402 -48.9179 -580.261 370.447 -950.708 -950.708
23000 92000 131.736 -58.3515 -563.103 392.287 -955.391 -955.391
23025 92100 132.1 -64.17 -562.437 393.371 -955.808 -955.808
23050 92200 128.357 -53.5356 -569.406 382.226 -951.632 -951.632
23075 92300 131.157 -88.6595 -570.209 390.564 -960.774 -960.774
23100 92400 128.846 -117.484 -582.308 383.68 -965.988 -965.988
23125 92500 123.14 -128.077 -599.477 366.69 -966.167 -966.167
23150 92600 128.887 -117.573 -582.279 383.803 -966.083 -966.083
23175 92700 129.764 -67.4274 -568.586 386.416 -955.002 -955.002
23200 92800 129.556 -34.3536 -561.343 385.795 -947.138 -947.138
23225 92900 132.935 -40.7453 -553.825 395.856 -949.682 -949.682
23250 93000 129.51 -47.9995 -563.948 385.657 -949.605 -949.605
23275 93100 121.988 -48.9398 -583.137 363.26 -946.397 -946.397
23300 93200 129.862 -61.7736 -565.441 386.707 -952.147 -952.147
23325 93300 133.462 -72.1008 -558.103 397.427 -955.53 -955.53
23350 93400 130.339 -78.9801 -568.683 388.126 -956.809 -956.809
23375 93500 125.826 -59.5555 -575.995 374.688 -950.683 -950.683
23400 93600 131.421 -64.7095 -562.926 391.35 -954.275 -954.275
23425 93700 135.704 -66.9163 -554.319 404.104 -958.423 -958.423
23450 93800 119.432 -30.8682 -588.882 355.65 -944.531 -944.531
23475 93900 125.876 -31.852 -570.961 374.837 -945.798 -945.798
23500 94000 136.837 -94.726 -555.251 407.477 -962.728 -962.728
23525 94100 128.659 -86.8297 -572.854 383.126 -955.98 -955.98
23550 94200 127.579 -110.762 -581.778 379.909 -961.687 -961.687
23575 94300 130.882 -121.081 -576.239 389.744 -965.984 -965.984
23600 94400 131.349 -72.0834 -565.168 391.134 -956.302 -956.302
23625 94500 135.198 -30.082 -547.771 402.595 -950.366 -950.366
23650 94600 133.437 -30.6629 -554.187 397.353 -951.54 -951.54
23675 94700 127.012 -46.4503 -575.301 378.221 -953.521 -953.521
23700 94800 128.527 -45.5502 -572.168 382.732 -954.9 -954.9
23725 94900 132.304 -43.8097 -563.608 393.979 -957.587 -957.587
23750 95000 130.554 -29.6474 -565.067 388.768 -953.835 -953.835
23775 95100 125.332 -60.0481 -586.22 373.219 -959.439 -959.439
23800 95200 123.052 -39.2024 -587.398 366.428 -953.826 -953.826
23825 95300 132.072 -35.1456 -563.942 393.289 -957.231 -957.231
23850 95400 132.483 -46.0436 -563.986 394.512 -958.498 -958.498
23875 95500 128.014 -64.5394 -577.102 381.203 -958.305 -958.305
23900 95600 128.18 -104.493 -582.438 381.697 -964.135 -964.135
23925 95700 131.9 -116.742 -572.502 392.775 -965.276 -965.276
23950 95800 135.346 -92.4017 -556.703 403.039 -959.741 -959.741
23975 95900 129.952 -81.4027 -567.443 386.975 -954.418 -954.418
24000 96000 126.298 -106.848 -581.664 376.093 -957.756 -957.756
24025 96100 129.499 -118.182 -575.423 385.627 -961.05 -961.05
24050 96200 135.422 -53.7539 -546.303 403.264 -949.567 -949.567
24075 96300 133.853 -24.0642 -545.787 398.592 -944.379 -944.379
24100 96400 130.315 -33.4095 -557.813 388.057 -945.87 -945.87
24125 96500 131.349 -80.4016 -565.377 391.134 -956.511 -956.511
24150 96600 128.656 -95.6739 -574.734 383.116 -957.85 -957.85
24175 96700 128.398 -105.235 -577.396 382.346 -959.743 -959.743
24200 96800 135.848 -100.891 -557.857 404.533 -962.39 -962.39
24225 96900 132.681 -53.4739 -555.503 395.102 -950.606 -950.606
24250 97000 124.762 -27.3074 -567.844 371.521 -939.365 -939.365
24275 97100 133.185 -83.0428 -557.121 396.603 -953.724 -953.724
24300 97200 135.459 -90.7729 -552.125 403.374 -955.499 -955.499
24325 97300 124.256 -90.9619 -580.41 370.014 -950.424 -950.424
24350 97400 127.228 -102.668 -574.996 378.862 -953.859 -953.859
24375 97500 130.945 -83.8254 -561.273 389.931 -951.205 -951.205
24400 97600 130.426 -50.7884 -555.539 388.387 -943.926 -943.926
24425 97700 133.943 -82.8981 -554.874 398.861 -953.735 -953.735
24450 97800 124.909 -107.113 -584.871 371.959 -956.83 -956.83
24475 97900 124.709 -82.6818 -582.399 371.362 -953.762 -953.762
24500 98000 131.688 -65.2162 -561.401 392.143 -953.545 -953.545
24525 98100 132.966 -73.7048 -559.342 395.95 -955.292 -955.292
24550 98200 129.073 -93.9971 -574.258 384.357 -958.615 -958.615
24575 98300 124.152 -66.2533 -581.233 369.703 -950.936 -950.936
24600 98400 131.285 -43.8396 -558.862 390.945 -949.807 -949.807
24625 98500 131.884 -34.475 -554.525 392.729 -947.255 -947.255
24650 98600 130.765 -60.9122 -563.549 389.396 -952.945 -952.945
24675 98700 127.771 -83.7645 -576.841 380.479 -957.32 -957.32
24700 98800 127.417 -87.4898 -579.368 379.427 -958.796 -958.796
24725 98900 134.697 -84.385 -561.422 401.104 -962.525 -962.525
24750 99000 133.323 -33.6765 -553.79 397.014 -950.804 -950.804
24775 99100 126.444 -47.8076 -574.897 376.527 -951.425 -951.425
24800 99200 126.529 -101.259 -586.714 376.782 -963.497 -963.497
24825 99300 129.903 -106.033 -579.055 386.829 -965.884 -965.884
24850 99400 129.167 -73.6453 -573.552 384.636 -958.188 -958.188
24875 99500 129.375 -63.6463 -569.883 385.258 -955.141 -955.141
24900 99600 132.242 -92.543 -568.144 393.795 -961.939 -961.939
24925 99700 127.227 -83.5392 -579.576 378.859 -958.434 -958.434
24950 99800 124.017 -55.6867 -582.839 369.302 -952.141 -952.141
24975 99900 133.639 -34.455 -553.799 397.954 -951.754 -951.754
25000 100000 134.307 -57.7707 -557.694 399.943 -957.637 -957.637
