# Time-averaged data for fix 3
tstep t T P density a b c Etot Eke Epe Epair
25125 200500 129.787 98.0111 1.20226 38.0686 38.0686 38.0686 -746.751 386.482 -1133.23 -1133.23
25150 200600 126.972 109.995 1.20276 38.0634 38.0634 38.0634 -753.128 378.101 -1131.23 -1131.23
25175 200700 129.182 135.74 1.20202 38.0712 38.0712 38.0712 -743.164 384.682 -1127.85 -1127.85
25200 200800 133.029 153.162 1.19721 38.1221 38.1221 38.1221 -725.068 396.136 -1121.2 -1121.2
25225 200900 130.31 124.947 1.18668 38.2346 38.2346 38.2346 -723.922 388.039 -1111.96 -1111.96
25250 201000 129.359 23.6969 1.17445 38.3668 38.3668 38.3668 -729.714 385.21 -1114.92 -1114.92
25275 201100 123.741 -17.3231 1.17045 38.4104 38.4104 38.4104 -746.623 368.481 -1115.1 -1115.1
25300 201200 123.921 83.9123 1.17812 38.3269 38.3269 38.3269 -736.196 369.016 -1105.21 -1105.21
25325 201300 134.774 122.672 1.18844 38.2156 38.2156 38.2156 -714.496 401.333 -1115.83 -1115.83
25350 201400 134.154 123.728 1.19571 38.138 38.138 38.138 -724.73 399.489 -1124.22 -1124.22
25375 201500 128.175 126.063 1.19999 38.0926 38.0926 38.0926 -746.044 381.684 -1127.73 -1127.73
25400 201600 128.812 117.475 1.20145 38.0772 38.0772 38.0772 -747.993 383.581 -1131.57 -1131.57
25425 201700 131.977 94.3115 1.20115 38.0804 38.0804 38.0804 -743.552 393.006 -1136.56 -1136.56
25450 201800 128.996 108.175 1.20099 38.082 38.082 38.082 -748.809 384.127 -1132.94 -1132.94
25475 201900 125.183 98.2902 1.19998 38.0927 38.0927 38.0927 -758.73 372.774 -1131.5 -1131.5
25500 202000 133 43.7994 1.19983 38.0943 38.0943 38.0943 -748.548 396.053 -1144.6 -1144.6
25525 202100 131.869 105.64 1.2045 38.0451 38.0451 38.0451 -743.947 392.684 -1136.63 -1136.63
25550 202200 127.317 126.325 1.20926 37.995 37.995 37.995 -757.514 379.128 -1136.64 -1136.64
25575 202300 125.818 101.367 1.21111 37.9757 37.9757 37.9757 -767.56 374.663 -1142.22 -1142.22
25600 202400 135.566 46.7969 1.2133 37.9528 37.9528 37.9528 -755.49 403.693 -1159.18 -1159.18
25625 202500 132.637 120.425 1.21991 37.8842 37.8842 37.8842 -757.694 394.972 -1152.67 -1152.67
25650 202600 128.788 97.9255 1.22544 37.8271 37.8271 37.8271 -780.708 383.508 -1164.22 -1164.22
25675 202700 125.522 151.186 1.22995 37.7808 37.7808 37.7808 -785.931 373.784 -1159.72 -1159.72
25700 202800 128.523 197.657 1.22902 37.7903 37.7903 37.7903 -769.586 382.719 -1152.31 -1152.31
25725 202900 129.771 155.155 1.2176 37.9081 37.9081 37.9081 -758.05 386.437 -1144.49 -1144.49
25750 203000 129.223 52.2341 1.20093 38.0827 38.0827 38.0827 -754.999 384.804 -1139.8 -1139.8
25775 203100 129.522 15.6661 1.1901 38.1978 38.1978 38.1978 -747.386 385.693 -1133.08 -1133.08
25800 203200 130.52 94.8588 1.18797 38.2207 38.2207 38.2207 -727.601 388.666 -1116.27 -1116.27
25825 203300 135.17 114.247 1.18745 38.2262 38.2262 38.2262 -714.505 402.513 -1117.02 -1117.02
25850 203400 128.069 152.165 1.18485 38.2542 38.2542 38.2542 -722.294 381.367 -1103.66 -1103.66
25875 203500 131.815 68.4776 1.17854 38.3223 38.3223 38.3223 -721.777 392.522 -1114.3 -1114.3
25900 203600 129.364 52.972 1.17513 38.3594 38.3594 38.3594 -726.656 385.224 -1111.88 -1111.88
25925 203700 125.72 49.4004 1.17707 38.3383 38.3383 38.3383 -740.48 374.373 -1114.85 -1114.85
25950 203800 124.754 68.1625 1.18391 38.2643 38.2643 38.2643 -749.158 371.497 -1120.65 -1120.65
25975 203900 133 118.563 1.19286 38.1684 38.1684 38.1684 -729.084 396.051 -1125.13 -1125.13
26000 204000 132.926 178.272 1.19842 38.1092 38.1092 38.1092 -722.981 395.831 -1118.81 -1118.81
26025 204100 129.774 127.963 1.19649 38.1298 38.1298 38.1298 -736.796 386.444 -1123.24 -1123.24
26050 204200 128.068 59.0783 1.1919 38.1786 38.1786 38.1786 -746.46 381.365 -1127.82 -1127.82
26075 204300 130.876 23.9198 1.19193 38.1783 38.1783 38.1783 -745.819 389.726 -1135.54 -1135.54
26100 204400 128.881 93.5704 1.19899 38.1032 38.1032 38.1032 -747.162 383.785 -1130.95 -1130.95
26125 204500 128.113 180.074 1.20578 38.0316 38.0316 38.0316 -742.413 381.497 -1123.91 -1123.91
26150 204600 133.397 193.388 1.20354 38.0552 38.0552 38.0552 -723.713 397.233 -1120.95 -1120.95
26175 204700 132.063 147.384 1.19236 38.1737 38.1737 38.1737 -722.824 393.262 -1116.09 -1116.09
26200 204800 125.773 88.8603 1.17817 38.3264 38.3264 38.3264 -733.969 374.531 -1108.5 -1108.5
26225 204900 129.558 71.1957 1.16712 38.447 38.447 38.447 -714.517 385.803 -1100.32 -1100.32
26250 205000 135.446 55.0886 1.1608 38.5166 38.5166 38.5166 -694.682 403.335 -1098.02 -1098.02
26275 205100 129.732 54.5975 1.15985 38.5271 38.5271 38.5271 -708.865 386.32 -1095.19 -1095.19
26300 205200 128.43 50.0174 1.1642 38.4791 38.4791 38.4791 -721.261 382.444 -1103.71 -1103.71
26325 205300 129.502 95.7106 1.17244 38.3887 38.3887 38.3887 -721.489 385.634 -1107.12 -1107.12
26350 205400 132.818 134.855 1.18048 38.3014 38.3014 38.3014 -717.182 395.511 -1112.69 -1112.69
26375 205500 129.527 147.592 1.18403 38.263 38.263 38.263 -727.031 385.71 -1112.74 -1112.74
26400 205600 126.19 95.1152 1.18279 38.2764 38.2764 38.2764 -741.295 375.772 -1117.07 -1117.07
26425 205700 128.863 63.996 1.18202 38.2847 38.2847 38.2847 -736.839 383.733 -1120.57 -1120.57
26450 205800 132.937 126.461 1.1841 38.2622 38.2622 38.2622 -715.843 395.865 -1111.71 -1111.71
26475 205900 133.57 149.595 1.18377 38.2658 38.2658 38.2658 -710.007 397.749 -1107.76 -1107.76
26500 206000 127.117 84.7748 1.17896 38.3178 38.3178 38.3178 -732.721 378.533 -1111.25 -1111.25
26525 206100 122.666 56.4764 1.17552 38.3551 38.3551 38.3551 -744.523 365.277 -1109.8 -1109.8
26550 206200 130.028 52.0368 1.17693 38.3399 38.3399 38.3399 -729.066 387.201 -1116.27 -1116.27
26575 206300 130.359 137.255 1.18231 38.2816 38.2816 38.2816 -717.57 388.187 -1105.76 -1105.76
26600 206400 131.665 166.519 1.18408 38.2625 38.2625 38.2625 -709.192 392.077 -1101.27 -1101.27
26625 206500 133.501 91.7474 1.17968 38.31 38.31 38.31 -710.845 397.543 -1108.39 -1108.39
26650 206600 125.437 29.2942 1.17601 38.3498 38.3498 38.3498 -736.83 373.53 -1110.36 -1110.36
26675 206700 128.762 15.6563 1.17966 38.3103 38.3103 38.3103 -735.391 383.432 -1118.82 -1118.82
26700 206800 132.526 95.0197 1.19206 38.177 38.177 38.177 -727.754 394.64 -1122.39 -1122.39
26725 206900 130.149 178.416 1.20505 38.0392 38.0392 38.0392 -735.457 387.562 -1123.02 -1123.02
26750 207000 123.872 164.164 1.21027 37.9845 37.9845 37.9845 -760.913 368.87 -1129.78 -1129.78
26775 207100 129.294 117.423 1.20861 38.0018 38.0018 38.0018 -753.624 385.016 -1138.64 -1138.64
26800 207200 132.47 95.999 1.2046 38.0439 38.0439 38.0439 -744.47 394.473 -1138.94 -1138.94
26825 207300 130.231 84.628 1.20087 38.0833 38.0833 38.0833 -748.761 387.807 -1136.57 -1136.57
26850 207400 122.796 55.2395 1.19903 38.1028 38.1028 38.1028 -771.659 365.666 -1137.33 -1137.33
26875 207500 122.972 68.8557 1.20175 38.0741 38.0741 38.0741 -771.977 366.189 -1138.17 -1138.17
26900 207600 131.014 117.535 1.20762 38.0122 38.0122 38.0122 -750.381 390.138 -1140.52 -1140.52
26925 207700 130.298 176.127 1.21133 37.9734 37.9734 37.9734 -746.74 388.006 -1134.75 -1134.75
26950 207800 128.895 174.627 1.20694 38.0194 38.0194 38.0194 -745.187 383.826 -1129.01 -1129.01
26975 207900 131.322 122.953 1.19449 38.151 38.151 38.151 -732.761 391.054 -1123.81 -1123.81
27000 208000 133.526 78.7631 1.1797 38.3098 38.3098 38.3098 -716.948 397.617 -1114.57 -1114.57
27025 208100 130.433 43.5062 1.1678 38.4395 38.4395 38.4395 -715.553 388.408 -1103.96 -1103.96
27050 208200 128.484 -2.44047 1.16311 38.4911 38.4911 38.4911 -722.506 382.603 -1105.11 -1105.11
27075 208300 127.645 11.2379 1.16916 38.4245 38.4245 38.4245 -728.532 380.106 -1108.64 -1108.64
27100 208400 131.156 93.0181 1.18327 38.2712 38.2712 38.2712 -721.888 390.559 -1112.45 -1112.45
27125 208500 134.064 170.192 1.1958 38.1371 38.1371 38.1371 -715.967 399.219 -1115.19 -1115.19
27150 208600 129.323 152.129 1.19954 38.0974 38.0974 38.0974 -735.492 385.102 -1120.59 -1120.59
27175 208700 127.643 90.8661 1.19796 38.1142 38.1142 38.1142 -749.171 380.1 -1129.27 -1129.27
27200 208800 128.827 88.27 1.19709 38.1233 38.1233 38.1233 -744.976 383.624 -1128.6 -1128.6
27225 208900 133.964 78.7528 1.19757 38.1183 38.1183 38.1183 -732.964 398.921 -1131.89 -1131.89
27250 209000 132.619 107.04 1.19962 38.0965 38.0965 38.0965 -732.492 394.918 -1127.41 -1127.41
27275 209100 126.977 68.967 1.20146 38.077 38.077 38.077 -755.855 378.116 -1133.97 -1133.97
27300 209200 129.881 21.1536 1.20635 38.0256 38.0256 38.0256 -762.364 386.763 -1149.13 -1149.13
27325 209300 129.387 77.9087 1.21792 37.9048 37.9048 37.9048 -767.747 385.292 -1153.04 -1153.04
27350 209400 126.605 162.486 1.22978 37.7825 37.7825 37.7825 -775.335 377.009 -1152.34 -1152.34
27375 209500 131.357 151.339 1.2347 37.7323 37.7323 37.7323 -773.992 391.16 -1165.15 -1165.15
27400 209600 128.022 174.666 1.23298 37.7498 37.7498 37.7498 -775.014 381.228 -1156.24 -1156.24
27425 209700 130.714 111.892 1.22443 37.8375 37.8375 37.8375 -766.822 389.243 -1156.06 -1156.06
27450 209800 134.942 44.0616 1.21559 37.929 37.929 37.929 -757.083 401.834 -1158.92 -1158.92
27475 209900 127.106 47.5943 1.21303 37.9556 37.9556 37.9556 -774.822 378.501 -1153.32 -1153.32
27500 210000 124.101 85.3865 1.21592 37.9255 37.9255 37.9255 -780.758 369.553 -1150.31 -1150.31
27525 210100 130.103 128.772 1.22032 37.8799 37.8799 37.8799 -764.533 387.424 -1151.96 -1151.96
27550 210200 130.896 148.091 1.22133 37.8694 37.8694 37.8694 -759.848 389.786 -1149.63 -1149.63
27575 210300 132.022 80.8578 1.21814 37.9025 37.9025 37.9025 -765.614 393.139 -1158.75 -1158.75
27600 210400 125.594 80.0196 1.21658 37.9187 37.9187 37.9187 -780.264 373.996 -1154.26 -1154.26
27625 210500 128.369 95.4184 1.21732 37.911 37.911 37.911 -772.991 382.26 -1155.25 -1155.25
27650 210600 132.34 192.19 1.21715 37.9128 37.9128 37.9128 -743.72 394.087 -1137.81 -1137.81
27675 210700 133.415 109.938 1.20924 37.9953 37.9953 37.9953 -746.793 397.289 -1144.08 -1144.08
27700 210800 124.1 99.5814 1.19909 38.1021 38.1021 38.1021 -758.861 369.548 -1128.41 -1128.41
27725 210900 127.674 79.6025 1.18961 38.2031 38.2031 38.2031 -742.844 380.192 -1123.04 -1123.04
27750 211000 128.01 113.59 1.1819 38.286 38.286 38.286 -726.208 381.191 -1107.4 -1107.4
27775 211100 131.061 80.845 1.17386 38.3732 38.3732 38.3732 -716.596 390.277 -1106.87 -1106.87
27800 211200 130.778 73.5647 1.16782 38.4393 38.4393 38.4393 -712.44 389.435 -1101.88 -1101.88
27825 211300 131.01 52.5644 1.16527 38.4673 38.4673 38.4673 -714.43 390.125 -1104.56 -1104.56
27850 211400 122.551 113.505 1.16676 38.4509 38.4509 38.4509 -725.282 364.936 -1090.22 -1090.22
27875 211500 129.255 126.477 1.16741 38.4437 38.4437 38.4437 -705.749 384.9 -1090.65 -1090.65
27900 211600 135.969 80.1511 1.16616 38.4575 38.4575 38.4575 -696.78 404.892 -1101.67 -1101.67
27925 211700 129.764 73.6651 1.16657 38.4529 38.4529 38.4529 -714.817 386.414 -1101.23 -1101.23
27950 211800 126.13 104.255 1.16938 38.4222 38.4222 38.4222 -721.694 375.592 -1097.29 -1097.29
27975 211900 132.82 90.6136 1.17241 38.389 38.389 38.389 -711.61 395.516 -1107.13 -1107.13
28000 212000 131.673 117.614 1.17602 38.3497 38.3497 38.3497 -715.144 392.1 -1107.24 -1107.24
28025 212100 122.234 122.534 1.17807 38.3274 38.3274 38.3274 -743.188 363.992 -1107.18 -1107.18
28050 212200 127.786 99.9351 1.17768 38.3317 38.3317 38.3317 -734.238 380.525 -1114.76 -1114.76
28075 212300 130.084 114.995 1.17656 38.3438 38.3438 38.3438 -722.193 387.368 -1109.56 -1109.56
28100 212400 132.158 84.9407 1.1746 38.3651 38.3651 38.3651 -719.421 393.545 -1112.97 -1112.97
28125 212500 126.88 98.884 1.17335 38.3788 38.3788 38.3788 -726.216 377.826 -1104.04 -1104.04
28150 212600 131.006 41.9344 1.17305 38.3821 38.3821 38.3821 -725.403 390.114 -1115.52 -1115.52
28175 212700 129.149 101.553 1.17816 38.3264 38.3264 38.3264 -723.15 384.585 -1107.74 -1107.74
28200 212800 131.821 138.979 1.18463 38.2566 38.2566 38.2566 -717.186 392.541 -1109.73 -1109.73
28225 212900 132.528 127.632 1.18863 38.2136 38.2136 38.2136 -722.813 394.646 -1117.46 -1117.46
28250 213000 126.867 104.781 1.19076 38.1908 38.1908 38.1908 -744.067 377.789 -1121.86 -1121.86
28275 213100 125.613 136.258 1.19201 38.1774 38.1774 38.1774 -741.764 374.054 -1115.82 -1115.82
28300 213200 128.343 164.106 1.189 38.2096 38.2096 38.2096 -724.166 382.184 -1106.35 -1106.35
28325 213300 131.814 73.8384 1.17874 38.3202 38.3202 38.3202 -717.565 392.519 -1110.08 -1110.08
28350 213400 131.11 -11.8197 1.16925 38.4236 38.4236 38.4236 -722.34 390.423 -1112.76 -1112.76
28375 213500 126.057 4.60094 1.17036 38.4114 38.4114 38.4114 -733.221 375.375 -1108.6 -1108.6
28400 213600 128.904 91.4161 1.18271 38.2773 38.2773 38.2773 -727.141 383.854 -1111 -1111
28425 213700 137.713 210.263 1.19708 38.1235 38.1235 38.1235 -702.848 410.085 -1112.93 -1112.93
28450 213800 133.47 221.014 1.20062 38.0859 38.0859 38.0859 -718.957 397.451 -1116.41 -1116.41
28475 213900 126.867 167.56 1.19095 38.1887 38.1887 38.1887 -734.758 377.789 -1112.55 -1112.55
28500 214000 129.555 42.5726 1.17461 38.365 38.365 38.365 -730.761 385.794 -1116.55 -1116.55
28525 214100 130.943 6.4927 1.16415 38.4796 38.4796 38.4796 -720.115 389.925 -1110.04 -1110.04
28550 214200 133.208 50.3024 1.16385 38.4829 38.4829 38.4829 -707.112 396.67 -1103.78 -1103.78
28575 214300 134.534 158.449 1.16811 38.4361 38.4361 38.4361 -690.526 400.62 -1091.15 -1091.15
28600 214400 135.302 137.791 1.16735 38.4444 38.4444 38.4444 -693.544 402.905 -1096.45 -1096.45
28625 214500 126.721 79.2863 1.16252 38.4976 38.4976 38.4976 -719.037 377.354 -1096.39 -1096.39
28650 214600 129.703 19.3045 1.16022 38.523 38.523 38.523 -718.775 386.234 -1105.01 -1105.01
28675 214700 133.062 26.2826 1.16657 38.4529 38.4529 38.4529 -717.918 396.236 -1114.15 -1114.15
28700 214800 123.15 162.31 1.17922 38.3149 38.3149 38.3149 -732.863 366.72 -1099.58 -1099.58
28725 214900 130.629 138.733 1.18676 38.2336 38.2336 38.2336 -728.048 388.991 -1117.04 -1117.04
28750 215000 136.841 139.584 1.18946 38.2047 38.2047 38.2047 -713.033 407.488 -1120.52 -1120.52
28775 215100 130.219 101.144 1.18809 38.2194 38.2194 38.2194 -734.321 387.771 -1122.09 -1122.09
28800 215200 127.266 58.7234 1.18648 38.2367 38.2367 38.2367 -747.146 378.976 -1126.12 -1126.12
28825 215300 130.078 65.1719 1.18893 38.2104 38.2104 38.2104 -740.885 387.351 -1128.24 -1128.24
28850 215400 132.133 105.936 1.19507 38.1449 38.1449 38.1449 -736.05 393.47 -1129.52 -1129.52
28875 215500 126.391 163.605 1.20003 38.0922 38.0922 38.0922 -744.552 376.372 -1120.92 -1120.92
28900 215600 128.132 89.4644 1.19932 38.0997 38.0997 38.0997 -753.188 381.554 -1134.74 -1134.74
28925 215700 125.856 117.695 1.19859 38.1074 38.1074 38.1074 -752.567 374.777 -1127.34 -1127.34
28950 215800 129.394 168.252 1.19567 38.1384 38.1384 38.1384 -729.351 385.312 -1114.66 -1114.66
28975 215900 134.01 87.4746 1.18641 38.2374 38.2374 38.2374 -719.684 399.06 -1118.74 -1118.74
29000 216000 131.485 -5.93557 1.17857 38.322 38.322 38.322 -733.776 391.54 -1125.32 -1125.32
29025 216100 128.628 -11.3899 1.18163 38.2889 38.2889 38.2889 -747.466 383.031 -1130.5 -1130.5
29050 216200 129.12 87.2445 1.19656 38.129 38.129 38.129 -748.464 384.497 -1132.96 -1132.96
29075 216300 129.658 221.987 1.21251 37.961 37.961 37.961 -741.988 386.101 -1128.09 -1128.09
29100 216400 138.43 178.398 1.21644 37.9202 37.9202 37.9202 -731.869 412.222 -1144.09 -1144.09
29125 216500 128.684 124.334 1.21151 37.9715 37.9715 37.9715 -759.876 383.199 -1143.07 -1143.07
29150 216600 125.133 77.8797 1.20441 38.046 38.046 38.046 -769.383 372.623 -1142.01 -1142.01
29175 216700 129.627 79.571 1.20017 38.0907 38.0907 38.0907 -753.65 386.008 -1139.66 -1139.66
29200 216800 131.779 124.351 1.19808 38.1129 38.1129 38.1129 -738.534 392.416 -1130.95 -1130.95
29225 216900 132.278 106.292 1.1943 38.153 38.153 38.153 -737.428 393.9 -1131.33 -1131.33
29250 217000 125.831 77.0871 1.19033 38.1954 38.1954 38.1954 -754.135 374.704 -1128.84 -1128.84
29275 217100 122.29 56.2132 1.18908 38.2088 38.2088 38.2088 -764.428 364.16 -1128.59 -1128.59
29300 217200 131.777 103.887 1.19172 38.1806 38.1806 38.1806 -733.695 392.41 -1126.11 -1126.11
29325 217300 130.954 149.11 1.19375 38.1589 38.1589 38.1589 -728.704 389.959 -1118.66 -1118.66
29350 217400 130.636 103.495 1.19125 38.1856 38.1856 38.1856 -732.783 389.011 -1121.79 -1121.79
29375 217500 128.689 40.3278 1.18886 38.2111 38.2111 38.2111 -744.135 383.213 -1127.35 -1127.35
29400 217600 125.295 45.7382 1.19264 38.1707 38.1707 38.1707 -756.033 373.107 -1129.14 -1129.14
29425 217700 130.188 116.549 1.20148 38.0769 38.0769 38.0769 -744.02 387.678 -1131.7 -1131.7
29450 217800 134.106 225.834 1.20705 38.0182 38.0182 38.0182 -722.073 399.344 -1121.42 -1121.42
29475 217900 132.648 164.248 1.20043 38.088 38.088 38.088 -729.043 395.002 -1124.05 -1124.05
29500 218000 126.386 84.7807 1.1878 38.2225 38.2225 38.2225 -742.625 376.355 -1118.98 -1118.98
29525 218100 129.292 12.8489 1.17865 38.3211 38.3211 38.3211 -738.181 385.01 -1123.19 -1123.19
29550 218200 129.249 45.8452 1.17905 38.3168 38.3168 38.3168 -735.895 384.883 -1120.78 -1120.78
29575 218300 129.57 128.314 1.18414 38.2619 38.2619 38.2619 -728.707 385.838 -1114.55 -1114.55
29600 218400 132.516 155.084 1.1862 38.2397 38.2397 38.2397 -721.007 394.61 -1115.62 -1115.62
29625 218500 125.558 158.576 1.18257 38.2788 38.2788 38.2788 -733.052 373.89 -1106.94 -1106.94
29650 218600 124.461 40.8177 1.17471 38.364 38.364 38.364 -747.082 370.622 -1117.7 -1117.7
29675 218700 129.817 25.5496 1.17273 38.3855 38.3855 38.3855 -730.871 386.574 -1117.44 -1117.44
29700 218800 133.735 71.5195 1.17846 38.3233 38.3233 38.3233 -718.351 398.24 -1116.59 -1116.59
29725 218900 132.369 100.005 1.18704 38.2307 38.2307 38.2307 -728.557 394.173 -1122.73 -1122.73
29750 219000 128.458 136.824 1.19438 38.1521 38.1521 38.1521 -741.092 382.527 -1123.62 -1123.62
29775 219100 130.098 139.859 1.19755 38.1185 38.1185 38.1185 -741.684 387.41 -1129.09 -1129.09
29800 219200 127.767 167.602 1.19538 38.1416 38.1416 38.1416 -738.961 380.467 -1119.43 -1119.43
29825 219300 131.655 102.385 1.18705 38.2305 38.2305 38.2305 -729.319 392.047 -1121.37 -1121.37
29850 219400 130.58 60.873 1.17884 38.3191 38.3191 38.3191 -726.425 388.844 -1115.27 -1115.27
29875 219500 129.891 -0.575782 1.17589 38.3511 38.3511 38.3511 -734.042 386.794 -1120.84 -1120.84
29900 219600 126.313 15.3943 1.18323 38.2716 38.2716 38.2716 -748.133 376.138 -1124.27 -1124.27
29925 219700 128.852 109.273 1.19857 38.1077 38.1077 38.1077 -744.434 383.701 -1128.14 -1128.14
29950 219800 135.468 186.41 1.21133 37.9734 37.9734 37.9734 -731.394 403.402 -1134.8 -1134.8
29975 219900 130.237 196.294 1.21388 37.9467 37.9467 37.9467 -746.5 387.824 -1134.32 -1134.32
30000 220000 128.674 88.2345 1.20745 38.014 38.014 38.014 -762.529 383.169 -1145.7 -1145.7
30025 220100 126.773 79.8077 1.20204 38.071 38.071 38.071 -762.48 377.507 -1139.99 -1139.99
30050 220200 126.578 148.202 1.1986 38.1074 38.1074 38.1074 -747.389 376.929 -1124.32 -1124.32
30075 220300 129.305 135.752 1.19124 38.1856 38.1856 38.1856 -734.595 385.049 -1119.64 -1119.64
30100 220400 131.133 68.55 1.18128 38.2927 38.2927 38.2927 -729.774 390.491 -1120.26 -1120.26
30125 220500 131.537 21.1813 1.17542 38.3562 38.3562 38.3562 -731.13 391.695 -1122.82 -1122.82
30150 220600 121.648 107.855 1.17699 38.3392 38.3392 38.3392 -742.52 362.247 -1104.77 -1104.77
30175 220700 131.78 104.68 1.17861 38.3216 38.3216 38.3216 -719.046 392.419 -1111.47 -1111.47
30200 220800 136.466 50.8605 1.18007 38.3058 38.3058 38.3058 -716.167 406.373 -1122.54 -1122.54
30225 220900 129.86 58.6272 1.18631 38.2385 38.2385 38.2385 -738.214 386.699 -1124.91 -1124.91
30250 221000 127.716 115.537 1.19637 38.131 38.131 38.131 -746.011 380.315 -1126.33 -1126.33
30275 221100 130.662 166.995 1.20464 38.0436 38.0436 38.0436 -741.732 389.088 -1130.82 -1130.82
30300 221200 132.582 192.315 1.20526 38.037 38.037 38.037 -734.101 394.805 -1128.91 -1128.91
30325 221300 133.612 130.711 1.19671 38.1274 38.1274 38.1274 -733.868 397.873 -1131.74 -1131.74
30350 221400 123.095 97.5913 1.18463 38.2566 38.2566 38.2566 -751.482 366.557 -1118.04 -1118.04
30375 221500 127.439 40.3629 1.17395 38.3723 38.3723 38.3723 -738.144 379.492 -1117.64 -1117.64
30400 221600 129.506 71.4546 1.16938 38.4222 38.4222 38.4222 -721.297 385.646 -1106.94 -1106.94
30425 221700 129.552 104.717 1.16815 38.4356 38.4356 38.4356 -713.774 385.783 -1099.56 -1099.56
30450 221800 131.803 105.304 1.16678 38.4507 38.4507 38.4507 -705.807 392.488 -1098.3 -1098.3
30475 221900 130.923 106.91 1.16488 38.4715 38.4715 38.4715 -704.962 389.866 -1094.83 -1094.83
30500 222000 125.689 109.369 1.16193 38.5041 38.5041 38.5041 -712.544 374.28 -1086.82 -1086.82
30525 222100 132.905 29.244 1.15901 38.5364 38.5364 38.5364 -705.364 395.767 -1101.13 -1101.13
30550 222200 131.997 54.705 1.16279 38.4946 38.4946 38.4946 -706.562 393.063 -1099.63 -1099.63
30575 222300 126.881 89.5691 1.17199 38.3936 38.3936 38.3936 -724.561 377.829 -1102.39 -1102.39
30600 222400 127.752 125.113 1.18238 38.2808 38.2808 38.2808 -728.339 380.423 -1108.76 -1108.76
30625 222500 135.324 158.055 1.18983 38.2007 38.2007 38.2007 -712.657 402.971 -1115.63 -1115.63
30650 222600 138.016 178.329 1.19069 38.1915 38.1915 38.1915 -703.618 410.987 -1114.6 -1114.6
30675 222700 127.055 130.115 1.18368 38.2668 38.2668 38.2668 -732.193 378.348 -1110.54 -1110.54
30700 222800 127.176 65.607 1.1737 38.3749 38.3749 38.3749 -732.205 378.707 -1110.91 -1110.91
30725 222900 131.583 40.266 1.16729 38.4451 38.4451 38.4451 -717.539 391.83 -1109.37 -1109.37
30750 223000 135.197 16.1165 1.1677 38.4406 38.4406 38.4406 -713.882 402.593 -1116.48 -1116.48
30775 223100 128.981 38.849 1.17722 38.3367 38.3367 38.3367 -738.103 384.084 -1122.19 -1122.19
30800 223200 127.361 153.226 1.19238 38.1735 38.1735 38.1735 -740.762 379.259 -1120.02 -1120.02
30825 223300 130.772 223.527 1.20112 38.0806 38.0806 38.0806 -729.321 389.415 -1118.74 -1118.74
30850 223400 133.948 171.779 1.19678 38.1267 38.1267 38.1267 -722.393 398.876 -1121.27 -1121.27
30875 223500 127.549 75.6894 1.18557 38.2464 38.2464 38.2464 -739.473 379.818 -1119.29 -1119.29
30900 223600 124.926 -7.83127 1.17829 38.325 38.325 38.325 -751.566 372.007 -1123.57 -1123.57
30925 223700 129.902 18.8012 1.18207 38.2842 38.2842 38.2842 -737.789 386.827 -1124.62 -1124.62
30950 223800 133.335 85.5773 1.19391 38.1572 38.1572 38.1572 -732.744 397.048 -1129.79 -1129.79
30975 223900 130.824 162.633 1.20573 38.0321 38.0321 38.0321 -741.314 389.57 -1130.88 -1130.88
31000 224000 128.844 161.95 1.21013 37.986 37.986 37.986 -751.326 383.677 -1135 -1135
31025 224100 127.825 118.908 1.20798 38.0085 38.0085 38.0085 -757.903 380.641 -1138.54 -1138.54
31050 224200 125.696 137.233 1.20323 38.0584 38.0584 38.0584 -751.316 374.302 -1125.62 -1125.62
31075 224300 136.036 71.7006 1.19641 38.1306 38.1306 38.1306 -728.165 405.092 -1133.26 -1133.26
31100 224400 129.394 77.4271 1.19245 38.1728 38.1728 38.1728 -738.794 385.315 -1124.11 -1124.11
31125 224500 124.917 100.85 1.19113 38.1868 38.1868 38.1868 -745.319 371.981 -1117.3 -1117.3
31150 224600 134.568 80.3825 1.1904 38.1946 38.1946 38.1946 -725.873 400.722 -1126.59 -1126.59
31175 224700 135.864 79.6627 1.19174 38.1803 38.1803 38.1803 -727.037 404.58 -1131.62 -1131.62
31200 224800 128.365 143.983 1.19452 38.1507 38.1507 38.1507 -738.626 382.248 -1120.87 -1120.87
31225 224900 127.802 165.091 1.19271 38.17 38.17 38.17 -734.3 380.574 -1114.87 -1114.87
31250 225000 129.946 158.881 1.18394 38.264 38.264 38.264 -719.254 386.958 -1106.21 -1106.21
31275 225100 131.635 100.766 1.16951 38.4208 38.4208 38.4208 -707.068 391.985 -1099.05 -1099.05
31300 225200 133.479 -10.1429 1.15658 38.5634 38.5634 38.5634 -707.636 397.476 -1105.11 -1105.11
31325 225300 125.021 -23.3808 1.15523 38.5784 38.5784 38.5784 -730.692 372.29 -1102.98 -1102.98
31350 225400 123.131 42.8065 1.16692 38.4491 38.4491 38.4491 -739.31 366.664 -1105.97 -1105.97
31375 225500 130.101 173.122 1.18336 38.2703 38.2703 38.2703 -717.352 387.419 -1104.77 -1104.77
31400 225600 134.335 172.591 1.19202 38.1774 38.1774 38.1774 -718.326 400.027 -1118.35 -1118.35
31425 225700 126.971 165.064 1.1919 38.1786 38.1786 38.1786 -736.996 378.099 -1115.1 -1115.1
